start date: 05/30/13, end date: 05/31/13, keyword: economy
Space Technology,0.0,5.57005929425
Bangladesh,-0.0106164,23.129646049
Tyson Foods,-0.0900978,5.15088463864
Malaysia KLCI Index,0.0483308,45.9675023976
Dzhokhar Tsarnaev,-0.130714,6.96686066667
Damascus,-0.45163,1.63550774565
Jan Paschal,0.0,5.57713960962
Olivier Jakob,0.0495605,5.84706234989
Athabasca Oil Corp,0.0,15.0521324655
KOSPI,-0.055738,11.046344669
Seoul,-0.026998,17.3941679511
New York City,-0.368912,5.53005290745
Hang Seng Index,0.509056,12.3204673748
Haohua Energy,0.0,6.10900159043
charset-error,0.0,6.47005013745
Iluka Resources Ltd.,0.0,6.60007395429
Facebook,0.200184,5.09904046826
Massachusetts,-0.126876,11.5585948419
Dan McMahon,0.0893458,5.15088463864
America,0.0,1.95606653673
Massachusetts General Hospital,0.0,25.7287977582
Nigeria,0.0513745,7.92660796468
Morgan Stanley,0.152114,2.25138787899
Alumina Limited,0.0,6.60007395429
Scott Haggett,0.0,6.55453681151
Boral Ltd.,-0.0736459,6.60007395429
Alcoa,-0.0237272,2.63916649303
United States Department of State,-0.206206,8.25901591577
United States,0.8244925,35.3033566815
CNN International,-0.0411849,0.698842759338
Microsoft,-0.0590374,3.15869412914
Romania,-0.0135335,3.07468970783
Prime Minister Najib Razak,0.63716,55.9198367921
Savar,-0.251239,12.0349644913
South Africa,0.0168875,1.71441476127
Raymond James,0.0,2.36968713576
European Commission,0.0,2.9750781211
Malaysia,0.562522,38.4783168084
Nyshka Chandran,0.0,3.79367534028
Najib Tun Razak,0.434883,6.60007395429
Warren Financial Service,0.0,4.43439111685
Japan,0.067183,3.05027573879
Ric Spooner,0.0,3.49595933308
Dean Foods,0.0,4.1012206647
Lusaka,0.695999,9.57582826535
Brazil,0.197658,2.34763252606
CNBC,0.0,2.49642023945
Saeed Ahmed (cricketer),0.0,18.4593334104
Berkshire Hathaway,0.0,2.69724790303
Asia,0.735912,15.4729563899
CNN,0.134563,5.03315277484
Troy Logan,0.0,9.90938761286
Oil prices,-0.0857791,4.12622201386
Ben Taylor,0.0135335,8.13391622117
Calgary,0.0,8.6041860696
CNBC World,0.0,1.98941303472
New York New York,-0.0858,2.7862161258
Orica Ltd.,0.0138937,5.25508948245
Alberta,0.0,6.998927336
social media,0.229559,2.4989109603
Australia,0.4386258,20.9740146231
ECB,-0.489331,2.64905492362
Italy,-0.0205924,0.721991209577
S&P 500,0.415777,32.4455010136
Dunkin' Donuts,0.0,18.4593334104
Yunnan Chihong,0.130804,5.15088463864
Walt Disney,0.0,6.40967095748
TD Securities-Melbourne Institute,0.0,6.60007395429
Hong Kong,0.1110551,8.70871161448
Caterpillar Inc.,-0.0345463,2.33386946127
CNBC Europe,0.0,2.91086246727
CNOOC,0.0,2.83164281336
Reserve Bank of Australia,0.1144916,30.0289235992
weak retail sales,0.0,6.60007395429
Pennsylvania,-0.0914739,3.5478861835
S&P 500 index,0.0696274,4.23081813523
S&P,0.1765065,12.385203859
East Pakistan,-0.10364,14.2139873468
Maryanne Meadows,-0.0839161,43.5402760614
Switzerland,0.0,2.41474513225
Toronto Stock Exchange,0.231912,4.55443849846
Perth Western Australia,-0.483422,2.05436613497
crude oil,-0.16744,4.52504016049
Howard Silverblatt,-0.130127,10.2845930001
IntercontinentalExchange,0.0953134,5.52948665164
coalition party,1.122586,36.5550534318
Twitter,0.0,17.1110156652
Pacific Rubiales Energy Corp.,0.0,6.60007395429
Africa,0.1139832,24.0845587328
Edward Makuka Nkoloso,0.0304756,16.7026426578
Natick Massachusetts,-0.145054,18.4593334104
European Central Bank,0.534767,47.4070837435
BHP Billiton Ltd.,0.0,3.25015012189
Royal Dutch Shell,0.0,4.16881693278
Cristina De Middel,0.0817811,17.2371749507
JeeYeon,0.0,4.1012206647
Cyprus,-0.0327095,1.62079361982
Dow Jones Industrial Average,-0.0146754,11.0222622198
Electronic Arts,0.151096,3.88175417807
Anadarko Oklahoma,-0.0549854,5.15088463864
Erik R. Trinidad,0.0,6.47005013745
Republic of China,0.2181785,14.6073334044
Bryan Gould,0.0,15.0521324655
Barisan Nasional,0.45446,36.5550534318
Watertown Massachusetts,-0.0709378,9.48778510673
Florence Nightingale,0.0536821,18.4593334104
Shanghai,0.301661,17.0812917518
CBOE Volatility Index,0.113242,3.62065093747
KRFT,0.0278379,10.8400857069
LinkedIn,0.4598418,33.9674438766
Dhaka Medical,-0.117076,28.2090635949
Jane Keefe,0.0975611,18.4593334104
Stephen Hogan,0.0,5.15088463864
UNESCO,-0.0891382,5.57005929425
Energy stocks,0.21451,26.194918245
retail sales,0.0,3.17343677887
Israel,-0.121769,3.98777845198
Boston Massachusetts,-0.135045,19.0626763658
PetroChina,-0.286032,30.5683488835
Zambia,0.144317,7.90198909048
Institute for Supply Management,-0.632808,2.63916649303
Matha Mwambwa,0.0,6.47005013745
NASA,0.156566,3.90105003548
Germany,0.0,0.909504666501
Senegal,0.0,2.86839982655
Dhaka,0.172975,26.9237642451
Rana Plaza,0.108065,17.2193008534
oil futures,0.112504,5.54367365847
ICE,0.0781562,7.33733939528
Glenn Stevens,0.0,28.1479864624
New Zealand Treasury,0.393803,2.32418385801
Stephen Schork,-0.356544,7.08548677007
April Flowers,0.0,6.09011909805
Tim Evans,0.112148,8.87757363202
Syria,-0.258343,0.888915727346
Wi-Fi,0.0276236,9.03618530551
Dow,0.27994,27.7945041782
RBA,-0.1309793,46.1234062937
Soviet Union,-0.703859,2.56632802368
Activision Blizzard,0.0,4.43439111685
Mirabela Nickel,0.108687,26.194918245
Bangladeshi Army,0.10414,18.4593334104
Answers in Genesis,0.215452,5.15088463864
inflation,0.280693,4.32215436232
Federal Reserve System,0.0,0.561555479402
North Sea,-0.454926,3.25289952962
Art Hogan,0.188238,5.5214719506
Bank of Korea,0.42403,61.2693759534
start date: 05/03/13, end date: 05/06/13, keyword: middle
disambiguated name,sentiment,significance
Laura Chinchilla,0.0,48.7858834003
Faraj al-Shibli,-0.200311,15.8961867419
Michel Suleiman,-0.827966,53.8213259198
Jennifer Psaki,-0.062024,17.506576076
Hezbollah,-0.1431061,50.4695444602
al Mekdad,-0.145809,13.0279505073
Middle East,-0.5379493,159.575461635
University of Damascus,-0.317237,5.97751446287
George W. Bush,-0.240699,2.14007343079
Saudi Arabia,-0.303767,2.95370656917
Syria's Cabinet,0.0,6.25557936333
Obama administration,-0.6925776,12.5111444988
China,0.0,5.47084495016
North Africa,0.0323873,18.0298560607
government,-0.1891,4.76005208444
Syrian army,0.204806,11.6594568288
Barack Obama,-0.1583162,48.9865039516
Free Syrian Army,0.031512,18.5292727563
Abu Yahya al-Libi,-0.589992,11.6290841773
Frederik Pleitgen,0.0,4.8109320512
Mohammed Jamjoom,0.0,6.25557936333
Pakistan,0.0985841,2.51134698362
Moktar Belmoktar,-0.103837,10.0495517305
Syrian National Coalition,-0.589437,3.94672050393
Israeli military,0.0,6.25557936333
Bush administration,-1.0,3.14825038952
Washington,-0.512288,4.2127150112
Antakya,0.0,6.87368326099
Cairo,-0.435754,5.06075007071
Ayman al-Zawahiri,-0.42253,5.06075007071
Jomana Karadsheh,0.0,6.25557936333
Pentagon,0.326112,20.0048402814
Turkey,-0.137474,17.2974256682
United Nations Security Council,-0.957287,25.2559406768
Ifhogas mountain,-0.309976,6.25557936333
Sara Sidner,0.1347278,38.5629506793
Olivier Jakob,0.0495605,7.32904004216
Arabian Peninsula,0.178278,5.3531914497
Cuba,0.0,2.37521009481
Israel Defense Forces,-0.2401374,49.8653089085
AQAP,-0.0740449,15.4114734379
Facebook,0.0,1.87444256294
America,1.448815,34.0722789648
Morgan Stanley,0.152114,3.16820271495
Chris Stevens,-0.255878,3.5351779643
Frida Ghitis,0.142251,12.4083005105
Libya,-0.348169,15.0311039628
The Miami Herald,0.0,6.53061104227
Saad Abedine,0.0,4.62432977855
United States Department of State,-1.581406,20.5508578204
David Cole,0.0,7.50970191442
United States,-0.2201308,155.782257902
CNN International,-0.3177755,75.5196463918
Central Intelligence Agency,0.0,1.47790637521
west Africa,0.0,2.77072793074
Mali,0.1158562,17.2318416779
Russia,0.0,5.30158455112
Congress,-0.411586,0.445095389405
Ali Ani al-Harzi,-0.097408,9.57324442212
Amir Ahmed,0.0,4.47532219479
Shaul Mofaz,0.0132,7.74473387232
U.N. Commission,-0.288419,10.2806249407
Niger,0.0,2.1079254024
United States Congress,-0.742084,2.71813899835
Baniyas,-0.552929,74.8869897799
Geneva Washington,-0.434459,6.53061104227
Costa Rica,0.0,37.3111771433
Asia,-0.166034,1.30052365104
John McCain,0.131415,19.078239939
National Defense militia,0.123319,22.3168507031
Federal Bureau of Investigation,-0.0684544,1.65945910976
Minister Mohammed al-Shaar,0.0380492,6.87368326099
Iran,0.0860108,22.5865305913
Guantanamo,-0.0918856,5.55141836973
Algeria,-0.0446399,2.16402422141
Lebanese Armed Forces,0.0,5.97751446287
commission,-0.102552,7.90644401755
Kao Corporation,0.048711,5.43999697079
Iraq,0.023824,1.24549378203
U.S. Embassy,0.0,3.1110048573
Gen. Salim Idris,0.0469142,10.2806249407
Pennsylvania,-0.0914739,4.6660151672
Hosni Mubarak,0.0168918,2.06406425605
Detroit,-0.484279,4.47532219479
Arab League,-0.234673,2.70535624813
Guantanamo Bay,-0.116645,9.92497958644
Switzerland,0.0,3.35692509067
Tartus,0.0,5.56079477675
crude oil,-0.16744,5.87860472623
IntercontinentalExchange,0.0953134,6.95531233186
Damascus,-0.7363718,48.0470470943
Twitter,0.0,2.65956373826
Lebanon,-0.1886048,43.9076886382
Tunisia,0.0,2.84237409322
Muhammad,-0.455911,4.62432977855
Bashar al-Assad,-1.6647761,83.5113717104
Nabil El Araby,-0.593958,9.57324442212
chemical weapons,-0.825005,111.617384524
Israeli,-0.215724,8.32511549005
Republic of China,0.0,1.57523596546
Interior Ministry,-0.302511,2.84237409322
Christmas,-0.0417119,2.39272021659
Boko Haram,0.0,4.47532219479
United Nations,-0.989638,66.0122803568
Benghazi,-0.117698,9.25174095388
Israel,-0.463246,63.0036865152
North Sea,-0.454926,4.32522411299
Anna Deeb,-0.190981,6.25557936333
Syrian coast,-0.530009,5.43999697079
U.S. Consulate,-0.0673639,2.92163318843
The Washington Post,-0.431988,4.98444661221
Lebanese,-0.398044,5.06075007071
Syrian government,-0.8974648,97.3616225675
ICE,0.0781562,9.04388335268
Islamic Jihad,0.0,4.8109320512
Stephen Schork,-0.356544,8.71491595738
National News Agency,-0.143218,6.25557936333
April Flowers,0.0,7.5999967682
CNN,-0.2273312,23.7375190101
Syria,-0.7017697,253.752030668
Guantanamo prison,0.0,13.6101757535
Al-Qaeda,-0.0022759,21.415985874
Ban Ki-moon,-0.538564,2.64524522039
Egypt,-0.740763,14.4268613537
Holly Yan,0.0,3.86558148243
Barbara Starr,0.0,52.5461625651
Syrian Observatory,0.0,15.515247108
Israeli Airport Authority,0.0,6.25557936333
Mohammed Jamal Abu Ahmed,-0.0327093,14.0413754908
Jerusalem,0.0,4.8109320512
start date: 05/03/13, end date: 05/06/13, keyword: war
disambiguated name,sentiment,significance
Laura Chinchilla,0.0,33.5322960394
Moni Basu,0.0,3.85741416028
Michel Suleiman,-0.827966,39.6574348347
Mexican government,0.0152518,3.15882380413
Dandong,0.0,2.97398373189
Jennifer Psaki,-0.062024,3.40013543683
Hezbollah,-0.1431061,8.94875714462
Yalu River,0.0,2.97398373189
Stephanie Vondell,0.240024,4.79020242241
Syngman Rhee,-0.372913,4.25271694429
al Mekdad,-0.145809,8.46387513686
Middle East,-0.3717157,18.434963749
University of Damascus,-0.317237,3.61944525659
Lester Middle,-0.0847673,3.74825046768
South Asia,0.0,2.5932224172
American-trained Korean army,-0.612885,5.12544711959
House Armed Services Committee,0.0298558,2.39696977964
University of Memphis,0.0365378,3.74825046768
Obama administration,-0.0809496,3.81816089785
Secret Intelligence Service,-0.111679,6.34698944978
Mariano Castillo,0.0,2.28974297588
Cabinet,0.120861,5.83019554187
Connecticut,-0.738708,3.45968055011
Juan Carlos Lopez,0.0,4.79020242241
Michael Toney,0.0544012,10.2713589811
Andrew Murphy,-0.292161,3.74825046768
Miguel Angel Osorio,0.0,3.34544093087
Guantanamo Bay,-0.116645,5.62726078038
Pat Toomey,-0.489019,2.66269071829
Latin America,0.1460584,6.79783369364
United States Senate,0.0615006,7.06215517759
government,-0.1891,1.587890542
Saratoga,0.0592603,3.2656225494
Bob Mieszerski,0.227236,8.61477443015
Syrian army,0.204806,5.27739889307
Costa Rica,0.0,45.8696098513
Mayor Michael Bloomberg Obama,0.22371,5.31130425349
Vice President Joe Biden,0.0,3.97455568911
Ji Han Jae,-0.161674,9.48529558441
Barack Obama,-0.0953965,41.9139366487
Free Syrian Army,0.031512,9.32502019977
Frederik Pleitgen,0.0,2.75895439923
Mohammed Jamjoom,0.0,3.95043592746
Swimming,-0.0861661,2.35511977797
Afghan President Hamid Karzai,0.0,10.1690157967
Charles River,0.0,5.01449664096
Syrian National Coalition,-0.589437,1.93502736517
Israeli military,0.0,3.95043592746
Bush administration,-1.0,1.55639677834
Washington,-0.264259,2.37730072752
Laura Sherburne,-0.0279528,14.3280168475
Belmont Mississippi,-0.145843,10.1102888527
Secret Service,0.0,1.76614944657
U.S. Central Intelligence Agency,0.0,4.76372279532
Qadir Sediqi,0.0,6.34698944978
Antakya,0.0,4.36221726203
United States Congress,-1.3144091,26.3957572903
South Korea,-0.235621,0.0
Pentagon,0.2611482,20.6935041131
Hans-Emil Schuster,0.0,3.74825046768
New Mexico,0.358804,4.79020242241
Turkey,0.0,3.3630501771
Liaoning,0.0,2.97398373189
colt,-0.213632,7.27046500531
Atlanta Georgia,0.0,1.36890907548
Penny Hardaway,0.116622,8.22619943526
Reggie Green,0.154732,12.995417836
stepmom Inga,0.0,5.88331300991
Africa,0.0495883,2.54610232667
California's Hollywood Park,0.191228,4.9521575171
United Nations Security Council,-0.957287,3.46218955783
Dzhokhar Tsarnaev,-0.130714,4.5016722637
Damascus,-0.2847418,22.0990510092
Major League Baseball,-0.303699,4.10893404856
Arlington Park (Metra),-0.0184621,4.9521575171
Memphis Tennessee,0.009652,6.22770638514
Central American Regional Security Initiative,0.29326,4.79020242241
Arizona,-0.565872,1.77788473197
President Jim Porter,0.0,5.31130425349
Seoul,0.0632453,0.52859168446
Louisville Kentucky,-0.0143698,3.71683391581
Cuba,0.0,0.905868129023
New York City,-0.1143341,11.7024028524
Aurora,-0.489612,3.98639092524
charset-error,-0.1466463,14.1126848202
Israel Defense Forces,-0.2401374,34.1456549565
Syria's Cabinet,0.0,3.95043592746
Facebook,0.200184,5.09052393788
Massachusetts,-0.126876,2.12635367392
Central Intelligence Agency,0.0968325,0.986967691007
America,1.167886,36.3882130967
Massachusetts General Hospital,0.0,5.21308316128
The Miami Herald,0.0,3.97455568911
Coach Penny,0.0157045,12.9104819344
Binghamton New York,-0.176925,10.2713589811
Frida Ghitis,0.142251,7.75047253766
National Rifle Association,0.0163519,4.66539239137
Abraham Lincoln,-0.470846,0.847352207819
U.S.-South Korean alliance,-0.307651,5.12544711959
Defense Intelligence Agency,0.08781,3.0877017052
Keith Lee,0.22381,3.74825046768
Saad Abedine,0.0,2.60505296936
National Collegiate Athletic Association,-0.538917,3.71683391581
United States Department of State,-1.787612,17.945305575
Wayne Drash,0.0,2.81324340252
United States,-0.0563857,48.2772070341
CNN International,-0.6077502,47.9172951497
Joe Manchin,-0.254549,2.1287247642
Tucson Arizona,-0.371676,3.33722567423
Oklahoma City,0.105719,2.81324340252
Michael Jordan,-0.141907,4.12153717175
Savar,-0.251239,2.89741390326
Pyongyang,-0.405219,2.29722132343
National Basketball Association,-0.4278681,12.793538757
Oaklawn Rhode Island,0.0,4.9521575171
Amir Ahmed,0.0,2.48215797332
Shaul Mofaz,0.0132,4.60049893823
U.N. Commission,-0.288419,6.61387472867
Antoine Richardson,0.188541,5.88331300991
The American School Foundation,-0.258208,4.79020242241
Mexico City,-0.155552,3.65040494159
Baniyas,-0.552929,15.5668260077
Saeed Ahmed (cricketer),0.0,5.01449664096
Chelsea J. Carter,0.0,2.64602913681
Afghanistan,-0.102916,2.31973815108
Memphis Grizzlies,0.0,1.87796974206
Geneva Washington,-0.434459,3.97455568911
Julio Meyer,-0.306925,4.79020242241
Lester school,0.0266508,3.74825046768
football,-0.0681667,1.74692657379
John McCain,0.0657075,0.689729786699
U.S. government,0.030743,0.198642894926
Dietmar Eckell,-0.183839,12.0250850355
Republic of China,0.0,0.0
National Defense militia,0.123319,4.71581334815
Hollywood,0.0,1.83322888231
Bangladesh,-0.0106164,4.37099152099
Minister Mohammed al-Shaar,0.0380492,4.36221726203
Michael Bloomberg,-0.331288,1.55525774492
People's Republic of China,-0.0574897,0.0
Iran,0.0860108,11.9781896257
Bangladesh government,0.175746,3.43478095986
Congress,-0.411586,0.0
Smarty Jones,-0.396771,10.1102888527
American government,0.0,11.7924135768
Coach Dez,0.110041,11.99834299
Kim Jong Un,-0.0111222,1.2868704511
Lebanese Armed Forces,0.0,3.61944525659
National Hockey League,-0.668199,2.69191910245
Russia,0.0,2.74690310948
commission,-0.102552,4.61907979617
Laurier LaPierre,-0.13329,12.2885532016
Baseball,-0.0162098,2.18000347473
Kao Corporation,0.048711,3.27777956031
Toronto,0.149577,1.40787201822
Nike Inc.,0.0,2.19536425286
Gen. Salim Idris,0.0469142,6.61387472867
Alison Harding,0.0,5.12544711959
Dia (supermarket chain),0.309491,5.12544711959
Charity Washington,0.124845,5.88331300991
colon cancer,-0.202092,4.10886104946
Arab League,-0.234673,1.35299087366
Brianna Keilar,0.0,3.34544093087
O. J. Mayo,0.0,3.74825046768
East Pakistan,-0.10364,3.6154882452
Courtney McLemore,0.0971928,3.74825046768
Guantanamo,-0.0918856,3.15882380413
Tartus,0.0,15.0049606483
Giacomo Leopardi,-0.073808,10.5689793615
Dunkin' Donuts,0.0,5.01449664096
Long Island Maine,0.113815,3.71683391581
Afghan government,-0.652493,2.69459083793
Colorado,-0.452385,2.29472322243
Cancer,0.0,2.37074934518
Sara Sidner,0.1347278,21.5781397894
President Obama,0.173882,5.18734557771
House,0.299813,0.790775874709
Twitter,-0.0424783,19.070924781
Bangladeshi Army,0.10414,5.01449664096
Lebanon,-0.1886048,32.0585854462
North Africa,-0.0212948,0.893636736146
Hugo Black,0.0802669,8.22619943526
Natick Massachusetts,-0.145054,5.01449664096
George W. Bush,-0.240699,0.70888633769
Bashar al-Assad,-1.3167761,41.267660221
Nabil El Araby,-0.593958,6.1295166573
chemical weapons,-0.604886,40.612904568
Israeli,-0.215724,5.08581958619
Basketball,0.159454,4.75237667697
Watertown Massachusetts,-0.0709378,2.05801532103
Sudan,-0.478202,1.95385677295
Florence Nightingale,0.0536821,5.01449664096
Lester Middle School,0.0,3.74825046768
Korean Peninsula,-0.462363,2.25128440091
Cambridge Massachusetts,-0.412081,1.68979518051
Kabul,0.21813,6.99636918986
Dhaka Medical,-0.117076,7.48811029178
GDs,0.0,3.74825046768
Jane Keefe,0.0975611,5.01449664096
North Carolina,-0.0615351,1.53618450189
Central America,0.296812,19.7629236684
Kobe Bryant,0.704605,3.80171887736
Alex Lomax,-0.0284452,7.26220107332
United Nations,-1.01207,31.4600896973
Israel,-0.341477,33.4929091199
Matt Tanzini,-0.0105943,9.91906857828
Boston Massachusetts,-0.135045,3.16917306625
Taylor Swift,-0.0105669,4.22381486332
Venezuela,-0.048616,1.91672950748
Sheila Harris,0.638245,5.88331300991
David Cole,0.0,4.79020242241
Ana Navarro,0.0,5.15458188097
Anna Deeb,-0.190981,3.95043592746
Syrian coast,-0.530009,3.27777956031
Sandy Hook Elementary School,-0.567647,3.98639092524
Coach Desmond Merriweather,-0.444391,11.0184564929
The Washington Post,-0.431988,2.68649865681
Newtown Connecticut,-0.422522,3.50245622781
Dhaka,0.172975,6.1456476849
Lebanese,-0.398044,2.96499337647
Carl Mydans,-0.198839,5.12544711959
Rana Plaza,0.108065,3.94921276932
Brent Seabrook,0.0,3.64268967841
Museum of Anthropology,0.0,4.79020242241
Syrian government,-0.8177454,40.2460973513
Robert Washington,0.101479,12.4067959443
U.S. Hispanic leaders,0.0,6.21239014977
Kentucky,0.0,4.68286313022
North Korea,-0.342756,7.32032566291
Mayor Freeman,0.0907289,5.88331300991
National News Agency,-0.143218,3.95043592746
Santa Anita,0.0,4.9521575171
CNN,-0.1437584,12.6934252621
Syria,-0.623853,71.6661906358
Wi-Fi,0.0276236,1.90919444077
Mr. President,0.0542059,3.50245622781
Guantanamo prison,0.0,8.0784554791
Al-Qaeda,0.026322,1.90071504797
Ban Ki-moon,-0.538564,1.30260249327
Mexico,-0.0019127,23.4804767377
Egypt,-0.368241,0.0
NRA,-0.134047,4.40316372266
PGA,-0.789825,6.0324941414
The New York Times,-0.213543,3.38449485882
Holly Yan,0.0,1.97926984968
CAFTA,0.0858002,6.21239014977
Barbara Starr,0.0,17.2276790633
Pena Nieto,0.0,3.34544093087
Syrian Observatory,0.0,9.98851496534
Maryanne Meadows,-0.0839161,11.1573278095
Israeli Airport Authority,0.0,3.95043592746
Kevin Durant,0.0,1.25467436246
Jerusalem,0.0,2.75895439923
start date: 05/02/13, end date: 05/03/13, keyword: economy
disambiguated name,sentiment,significance
Art Cashin,0.0,5.57637039659
Oversea-Chinese Banking Corporation,0.085437,6.08806619345
Japanese government,-0.4429,11.0993308236
Jeffrey Cleveland,0.0,10.023904641
Barclays Capital,0.0466858,19.0873449985
Allianz Global,0.0,8.9502232913
Turk Edwards,0.200821,9.39122150703
Federal Open Market Committee,-0.259804,4.01389364725
Reuters,0.7602647,45.2253781394
European Commission,0.0,2.2320077974
Sim Moh Siong,0.0,4.03675633459
Citigroup,-0.197179,12.2355314453
Advanced Micro Devices,-0.0671961,5.58430969071
NTR Bullion Group,0.0212697,6.68196415515
Kraft Foods Group Inc.,0.0143922,5.56869068818
Baltimore Maryland,-0.0402032,3.85508986315
United States Department of Commerce,0.0,4.81836872118
Asia Squawk Box,0.0220273,2.90126529724
Bob Pisani,0.119834,3.45400833014
electricity,0.0,3.00914180653
CAFTA,0.0858002,5.76064543583
Cabinet,0.120861,3.07761169294
U.S.-centric,0.115763,5.96630612909
Carbonite Inc.,0.0243825,5.22076097551
Alan Reid,0.0637504,12.7874369919
oil prices,0.0666159,12.4875732719
Brussels,0.0,2.87069762291
Spain,0.294256,1.11954346957
Labor Department,-0.3971965,36.2046206264
Beijing,0.0799087,2.76664087962
Londonbut,0.110042,7.26274102601
Apple Inc.,0.0779407,1.37419503795
People's Republic of China,-0.708596,16.9850862282
Sandy Rattray,-0.0164631,5.76064543583
David Cowell,0.0,3.74874894435
Amazon.com Inc.,0.161652,3.60629315329
Howard Archer,0.0585067,3.91064882115
DJI,0.0312821,5.50249217985
Sony,0.177535,2.18229382879
GLG,0.184198,8.71680450975
United States Department of the Treasury,-0.106512,1.53335221588
Danske Bank,-0.236078,3.18748544952
Latin America,-0.0358776,5.91582258725
U.S. government,0.0,1.15348000176
America,-0.077316,0.145223618336
Gartman Letter,-0.644791,6.233821944
OPEC,0.0605045,1.65843541127
Commerzbank,0.0,1.87265750214
India,-0.448907,0.412213001659
FTSE 250 Index,0.0975611,3.23820318075
Manny Roman,0.0,8.71680450975
Royal Dutch Shell,0.0,2.45214448028
Secret Service,0.0,2.33030698065
Brown Advisory,-0.0885946,4.56503462359
London,-0.0631735,2.21510266406
United States Congress,-0.353691,1.76666162743
CNBC World,0.0807245,2.08763614718
Twitter,0.0,1.01776022571
HSBC Bank Canada,0.0,1.7428091872
Omer Esiner,-0.317171,5.20237664615
Ben Taylor,0.0135335,6.51704315274
Vasu Menon,0.0,6.08806619345
LG Uplus,0.0406918,3.79725466352
Charles Diebel,0.0,6.18719506247
Glencore,0.0569293,4.50363798961
Kathy Lien,-0.117701,3.26440230839
Sydney,0.0305863,1.2493001222
Maryland,0.0,2.51326613828
Alistair Chan,0.0737181,5.96630612909
KOSPI,-0.243632,0.928284238548
LNKD,-0.618554,4.48113105189
Bank of Japan,0.415069,8.21083016563
Jefferies & Company,0.122409,3.68511897075
Seoul,-0.206309,0.939818121542
Singapore,0.12319,1.17741829814
New York City,0.0,1.63599632023
David McCann,-0.0523833,5.76064543583
Tim Evans,0.112148,7.96510697142
Purchasing Manager's Index,0.121255,5.12105415007
Oregon,0.0949803,3.9269402474
Mark Waggoner,0.145645,5.04409556424
RBC Capital Markets,0.123932,2.96585128448
China,-0.364973,0.292385300906
Oil output,0.0226758,2.62067052667
Amazon.com,0.104913,2.78917965066
Dr. Copper,-0.372589,13.8469657306
Mario Draghi,-0.7831179,64.147868336
Wynnewood Oklahoma,0.49751,4.77340055214
nuggets,0.0337034,22.9655838344
Morgan Stanley,-0.563086,1.81924441626
Dennis Gartman,-0.345613,6.51295303963
FTSE,0.016558,3.08363515836
AGL Energy,0.0305904,3.25929416506
social media,0.0,2.84641666844
Christin Tuxen,-0.159031,3.99272035311
Brown Brothers Harriman & Co.,0.17561,4.52172051134
United States,-0.4427736,141.023548685
Pam Niimi,0.0,5.31064954871
Phil Flynn,-0.0477881,3.9269402474
Australia,0.102345,0.404477644425
CNN,0.0510075,1.10141950896
South Korea,-0.143004,0.389246573303
Peter Clarke,-0.0848245,4.56503462359
Michael Gavin (soccer),0.440163,9.99286026685
National Employment Report,0.0,4.27061536403
Norman Chan,0.352577,4.96526302142
Washington D.C.,0.195122,2.12990144781
Yu-Dee Chang,-0.321171,10.2995145665
Cyprus,-0.0327095,1.15743918533
Infineon Technologies,0.153998,5.22076097551
BNP Paribas,0.449853,15.4213404745
Komatsu,-0.300895,2.84436110812
Brad Yates,0.0138841,11.478550895
Japan,-0.1735053,13.4410717135
SK Telecom,0.169261,3.25929416506
Mr (Jonathan) Sorrell,0.373156,5.76064543583
Fed,-0.2665437,97.6202166766
Melanoma,0.0,5.08112784507
FX,0.0457187,2.55442502325
Oklahoma,0.426958,1.62770298622
Advanced Micro Devices Inc.,0.0,4.48113105189
Costa Rica,0.0,3.03846427799
Asia,-0.057773,15.644826662
New York Stock Exchange,0.0446319,3.15016226497
Lloyds Bank,-0.141093,4.90305470067
Moody's Analytics,0.0509008,5.96630612909
Carsten Fritsch,0.0,2.62067052667
Oil prices,-0.0857791,12.5519529209
UBS AG,-0.107123,2.11897379006
Elizabeth Corley,0.246087,13.4270545237
Andre Grenon,0.0,3.30549485867
New York New York,-0.0399611,24.7298071125
Gross domestic product,-0.121802,8.98524101202
Julia Coronado,0.221927,4.90305470067
President Obama,0.173882,7.99027015904
Europe,-0.2885706,2.5642738926
Short Hills,-0.480211,6.233821944
Teradata,0.0,5.22076097551
investment banking,-0.261036,2.47462526293
ECB,-0.6921261,74.9257946485
Wealth Logic,0.0,5.96630612909
Ben Bernanke,0.0,1.27427477623
Philipp Bartschi,-0.294197,9.73203742336
Tom Graff,-0.23462,7.48188694046
equity markets,0.217521,8.84037303374
U.S. central bank,0.0,3.25874947811
gross domestic product,-0.235426,13.4795878327
PMI,0.0,4.13720213822
SPDR Gold Trust,0.0,1.74133077295
Shuang Ding,0.307948,10.2438573755
Shanghai,0.171656,1.94656997992
DNA,-0.101121,3.7810304924
Bank of Singapore,0.119758,4.62563502558
Audience Inc.,-0.186682,5.22076097551
S&P 500 index,0.0696274,3.21995182655
Dow Jones,0.0442212,2.6531295311
S&P,-0.329169,1.05405583628
central banks,0.0547932,1.97835430211
Calibre Asset Management,0.177468,3.00914180653
Chinese government,-0.168152,2.49393395087
Frankfurt Germany,0.0,2.84305711265
Aaron Kohli,-0.0736862,8.42851422175
Peter Voser,0.0,8.08429732946
Mark Potter (judge),0.0,3.65573254213
GDP,-0.112809,11.092067694
Howard Silverblatt,-0.130127,8.63152935136
